Precinct,Race,Candidate,Total Votes
1032,"For Council, City of San Antonio, District 5",Rudy Lopez,74
1033,For Mayor City of San Antonio,Vote,For
1033,For Mayor City of San Antonio,TOTAL,VOTE
1033,For Mayor City of San Antonio,Ray Adam Basaldua,3
1033,For Mayor City of San Antonio,Christopher T. Schuchardt,23
1033,For Mayor City of San Antonio,Christopher Longoria,2
1033,For Mayor City of San Antonio,Ron Nirenberg,118
1033,For Mayor City of San Antonio,Armando Dominguez,1
1033,For Mayor City of San Antonio,Michael Idrogo,1
1033,For Mayor City of San Antonio,Gary Allen,14
1033,For Mayor City of San Antonio,Michael Samaniego,5
1033,For Mayor City of San Antonio,Diana Flores Uriegas,8
1033,"For Council, City of San Antonio, District 4",Vote,For
1033,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1033,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,108
1033,"For Council, City of San Antonio, District 4",Gregorio De La Paz,45
1036,For Mayor City of San Antonio,Vote,For
1036,For Mayor City of San Antonio,TOTAL,VOTE
1036,For Mayor City of San Antonio,Ray Adam Basaldua,12
1036,For Mayor City of San Antonio,Christopher T. Schuchardt,91
1036,For Mayor City of San Antonio,Christopher Longoria,16
1036,For Mayor City of San Antonio,Ron Nirenberg,247
1036,For Mayor City of San Antonio,Armando Dominguez,5
1036,For Mayor City of San Antonio,Michael Idrogo,2
1036,For Mayor City of San Antonio,Gary Allen,23
1036,For Mayor City of San Antonio,Michael Samaniego,16
1036,For Mayor City of San Antonio,Diana Flores Uriegas,18
1036,"For Council, City of San Antonio, District 4",Vote,For
1036,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1036,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,278
1036,"For Council, City of San Antonio, District 4",Gregorio De La Paz,96
1037,For Mayor City of San Antonio,Vote,For
1037,For Mayor City of San Antonio,TOTAL,VOTE
1037,For Mayor City of San Antonio,Ray Adam Basaldua,4
1037,For Mayor City of San Antonio,Christopher T. Schuchardt,39
1037,For Mayor City of San Antonio,Christopher Longoria,3
1037,For Mayor City of San Antonio,Ron Nirenberg,146
1037,For Mayor City of San Antonio,Armando Dominguez,5
1037,For Mayor City of San Antonio,Michael Idrogo,3
1037,For Mayor City of San Antonio,Gary Allen,13
1037,For Mayor City of San Antonio,Michael Samaniego,4
1037,For Mayor City of San Antonio,Diana Flores Uriegas,8
1037,"For Council, City of San Antonio, District 4",Vote,For
1037,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1037,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,151
1037,"For Council, City of San Antonio, District 4",Gregorio De La Paz,54
1038,For Mayor City of San Antonio,Vote,For
1038,For Mayor City of San Antonio,TOTAL,VOTE
1038,For Mayor City of San Antonio,Ray Adam Basaldua,11
1038,For Mayor City of San Antonio,Christopher T. Schuchardt,64
1038,For Mayor City of San Antonio,Christopher Longoria,11
1038,For Mayor City of San Antonio,Ron Nirenberg,239
1038,For Mayor City of San Antonio,Armando Dominguez,4
1038,For Mayor City of San Antonio,Michael Idrogo,4
1038,For Mayor City of San Antonio,Gary Allen,24
1038,For Mayor City of San Antonio,Michael Samaniego,14
1038,For Mayor City of San Antonio,Diana Flores Uriegas,6
1038,"For Council, City of San Antonio, District 4",Vote,For
1038,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1038,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,266
1038,"For Council, City of San Antonio, District 4",Gregorio De La Paz,80
1039,For Mayor City of San Antonio,Vote,For
1039,For Mayor City of San Antonio,TOTAL,VOTE
1039,For Mayor City of San Antonio,Ray Adam Basaldua,8
1039,For Mayor City of San Antonio,Christopher T. Schuchardt,13
1039,For Mayor City of San Antonio,Christopher Longoria,2
1039,For Mayor City of San Antonio,Ron Nirenberg,114
1039,For Mayor City of San Antonio,Armando Dominguez,4
1039,For Mayor City of San Antonio,Michael Idrogo,1
1039,For Mayor City of San Antonio,Gary Allen,9
1039,For Mayor City of San Antonio,Michael Samaniego,3
1039,For Mayor City of San Antonio,Diana Flores Uriegas,8
1039,"For Council, City of San Antonio, District 4",Vote,For
1039,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1039,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,108
1039,"For Council, City of San Antonio, District 4",Gregorio De La Paz,36
1040,For Mayor City of San Antonio,Vote,For
1040,For Mayor City of San Antonio,TOTAL,VOTE
1040,For Mayor City of San Antonio,Ray Adam Basaldua,1
1040,For Mayor City of San Antonio,Christopher T. Schuchardt,16
1040,For Mayor City of San Antonio,Christopher Longoria,1
1040,For Mayor City of San Antonio,Ron Nirenberg,148
1040,For Mayor City of San Antonio,Armando Dominguez,5
1040,For Mayor City of San Antonio,Michael Idrogo,1
1040,For Mayor City of San Antonio,Gary Allen,7
1040,For Mayor City of San Antonio,Michael Samaniego,6
1040,For Mayor City of San Antonio,Diana Flores Uriegas,5
1040,"For Council, City of San Antonio, District 4",Vote,For
1040,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1040,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,137
1040,"For Council, City of San Antonio, District 4",Gregorio De La Paz,37
1041,For Mayor City of San Antonio,Vote,For
1041,For Mayor City of San Antonio,TOTAL,VOTE
1041,For Mayor City of San Antonio,Ray Adam Basaldua,4
1041,For Mayor City of San Antonio,Christopher T. Schuchardt,26
1041,For Mayor City of San Antonio,Christopher Longoria,7
1041,For Mayor City of San Antonio,Ron Nirenberg,81
1041,For Mayor City of San Antonio,Armando Dominguez,0
1041,For Mayor City of San Antonio,Michael Idrogo,1
1041,For Mayor City of San Antonio,Gary Allen,5
1041,For Mayor City of San Antonio,Michael Samaniego,4
1041,For Mayor City of San Antonio,Diana Flores Uriegas,9
1041,"For Council, City of San Antonio, District 4",Vote,For
1041,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1041,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,90
1041,"For Council, City of San Antonio, District 4",Gregorio De La Paz,38
1042,For Mayor City of San Antonio,Vote,For
1042,For Mayor City of San Antonio,TOTAL,VOTE
1042,For Mayor City of San Antonio,Ray Adam Basaldua,2
1042,For Mayor City of San Antonio,Christopher T. Schuchardt,16
1042,For Mayor City of San Antonio,Christopher Longoria,3
1042,For Mayor City of San Antonio,Ron Nirenberg,64
1042,For Mayor City of San Antonio,Armando Dominguez,5
1042,For Mayor City of San Antonio,Michael Idrogo,1
1042,For Mayor City of San Antonio,Gary Allen,4
1042,For Mayor City of San Antonio,Michael Samaniego,2
1042,For Mayor City of San Antonio,Diana Flores Uriegas,5
1042,"For Council, City of San Antonio, District 4",Vote,For
1042,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1042,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,60
1042,"For Council, City of San Antonio, District 4",Gregorio De La Paz,29
1043,For Mayor City of San Antonio,Vote,For
1043,For Mayor City of San Antonio,TOTAL,VOTE
1043,For Mayor City of San Antonio,Ray Adam Basaldua,2
1043,For Mayor City of San Antonio,Christopher T. Schuchardt,29
1043,For Mayor City of San Antonio,Christopher Longoria,6
1043,For Mayor City of San Antonio,Ron Nirenberg,113
1043,For Mayor City of San Antonio,Armando Dominguez,1
1043,For Mayor City of San Antonio,Michael Idrogo,0
1043,For Mayor City of San Antonio,Gary Allen,13
1043,For Mayor City of San Antonio,Michael Samaniego,13
1043,For Mayor City of San Antonio,Diana Flores Uriegas,6
1043,"For Council, City of San Antonio, District 4",Vote,For
1043,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1043,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,99
1043,"For Council, City of San Antonio, District 4",Gregorio De La Paz,54
1044,For Mayor City of San Antonio,Vote,For
1044,For Mayor City of San Antonio,TOTAL,VOTE
1044,For Mayor City of San Antonio,Ray Adam Basaldua,8
1044,For Mayor City of San Antonio,Christopher T. Schuchardt,26
1044,For Mayor City of San Antonio,Christopher Longoria,10
1044,For Mayor City of San Antonio,Ron Nirenberg,143
1044,For Mayor City of San Antonio,Armando Dominguez,1
1044,For Mayor City of San Antonio,Michael Idrogo,1
1044,For Mayor City of San Antonio,Gary Allen,6
1044,For Mayor City of San Antonio,Michael Samaniego,9
1044,For Mayor City of San Antonio,Diana Flores Uriegas,7
1044,"For Council, City of San Antonio, District 4",Vote,For
1044,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1044,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,136
1044,"For Council, City of San Antonio, District 4",Gregorio De La Paz,57
1045,For Mayor City of San Antonio,Vote,For
1045,For Mayor City of San Antonio,TOTAL,VOTE
1045,For Mayor City of San Antonio,Ray Adam Basaldua,10
1045,For Mayor City of San Antonio,Christopher T. Schuchardt,41
1045,For Mayor City of San Antonio,Christopher Longoria,12
1045,For Mayor City of San Antonio,Ron Nirenberg,240
1045,For Mayor City of San Antonio,Armando Dominguez,6
1045,For Mayor City of San Antonio,Michael Idrogo,2
1045,For Mayor City of San Antonio,Gary Allen,18
1045,For Mayor City of San Antonio,Michael Samaniego,18
1045,For Mayor City of San Antonio,Diana Flores Uriegas,16
1045,"For Council, City of San Antonio, District 4",Vote,For
1045,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1045,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,243
1045,"For Council, City of San Antonio, District 4",Gregorio De La Paz,82
1046,For Mayor City of San Antonio,Vote,For
1046,For Mayor City of San Antonio,TOTAL,VOTE
1046,For Mayor City of San Antonio,Ray Adam Basaldua,9
1046,For Mayor City of San Antonio,Christopher T. Schuchardt,29
1046,For Mayor City of San Antonio,Christopher Longoria,2
1046,For Mayor City of San Antonio,Ron Nirenberg,106
1046,For Mayor City of San Antonio,Armando Dominguez,5
1046,For Mayor City of San Antonio,Michael Idrogo,0
1046,For Mayor City of San Antonio,Gary Allen,5
1046,For Mayor City of San Antonio,Michael Samaniego,7
1046,For Mayor City of San Antonio,Diana Flores Uriegas,6
1046,"For Council, City of San Antonio, District 4",Vote,For
1046,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1046,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,113
1046,"For Council, City of San Antonio, District 4",Gregorio De La Paz,41
1047,For Mayor City of San Antonio,Vote,For
1047,For Mayor City of San Antonio,TOTAL,VOTE
1047,For Mayor City of San Antonio,Ray Adam Basaldua,5
1047,For Mayor City of San Antonio,Christopher T. Schuchardt,26
1047,For Mayor City of San Antonio,Christopher Longoria,10
1047,For Mayor City of San Antonio,Ron Nirenberg,96
1047,For Mayor City of San Antonio,Armando Dominguez,2
1047,For Mayor City of San Antonio,Michael Idrogo,0
1047,For Mayor City of San Antonio,Gary Allen,4
1047,For Mayor City of San Antonio,Michael Samaniego,3
1047,For Mayor City of San Antonio,Diana Flores Uriegas,6
1047,"For Council, City of San Antonio, District 3",Vote,For
1047,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1047,"For Council, City of San Antonio, District 3",Jayden Muñoz,34
1047,"For Council, City of San Antonio, District 3",Phyllis Viagran,53
1047,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,18
1047,"For Council, City of San Antonio, District 3",Larry La Rose,37
1048,For Mayor City of San Antonio,Vote,For
1048,For Mayor City of San Antonio,TOTAL,VOTE
1048,For Mayor City of San Antonio,Ray Adam Basaldua,8
1048,For Mayor City of San Antonio,Christopher T. Schuchardt,28
1048,For Mayor City of San Antonio,Christopher Longoria,8
1048,For Mayor City of San Antonio,Ron Nirenberg,163
1048,For Mayor City of San Antonio,Armando Dominguez,5
1048,For Mayor City of San Antonio,Michael Idrogo,2
1048,For Mayor City of San Antonio,Gary Allen,9
1048,For Mayor City of San Antonio,Michael Samaniego,8
1048,For Mayor City of San Antonio,Diana Flores Uriegas,18
1048,"For Council, City of San Antonio, District 3",Vote,For
1048,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1048,"For Council, City of San Antonio, District 3",Jayden Muñoz,47
1048,"For Council, City of San Antonio, District 3",Phyllis Viagran,126
1048,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,29
1048,"For Council, City of San Antonio, District 3",Larry La Rose,45
1049,For Mayor City of San Antonio,Vote,For
1049,For Mayor City of San Antonio,TOTAL,VOTE
1049,For Mayor City of San Antonio,Ray Adam Basaldua,11
1049,For Mayor City of San Antonio,Christopher T. Schuchardt,34
1049,For Mayor City of San Antonio,Christopher Longoria,9
1049,For Mayor City of San Antonio,Ron Nirenberg,175
1049,For Mayor City of San Antonio,Armando Dominguez,4
1049,For Mayor City of San Antonio,Michael Idrogo,4
1049,For Mayor City of San Antonio,Gary Allen,12
1049,For Mayor City of San Antonio,Michael Samaniego,7
1049,For Mayor City of San Antonio,Diana Flores Uriegas,12
1049,"For Council, City of San Antonio, District 3",Vote,For
1049,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1049,"For Council, City of San Antonio, District 3",Jayden Muñoz,41
1049,"For Council, City of San Antonio, District 3",Phyllis Viagran,137
1049,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,36
1049,"For Council, City of San Antonio, District 3",Larry La Rose,45
1050,For Mayor City of San Antonio,Vote,For
1050,For Mayor City of San Antonio,TOTAL,VOTE
1050,For Mayor City of San Antonio,Ray Adam Basaldua,2
1050,For Mayor City of San Antonio,Christopher T. Schuchardt,19
1050,For Mayor City of San Antonio,Christopher Longoria,2
1050,For Mayor City of San Antonio,Ron Nirenberg,69
1050,For Mayor City of San Antonio,Armando Dominguez,0
1050,For Mayor City of San Antonio,Michael Idrogo,0
1050,For Mayor City of San Antonio,Gary Allen,2
1050,For Mayor City of San Antonio,Michael Samaniego,0
1050,For Mayor City of San Antonio,Diana Flores Uriegas,7
1050,"For Council, City of San Antonio, District 3",Vote,For
1050,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1050,"For Council, City of San Antonio, District 3",Jayden Muñoz,21
1050,"For Council, City of San Antonio, District 3",Phyllis Viagran,48
1050,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,13
1050,"For Council, City of San Antonio, District 3",Larry La Rose,17
1051,For Mayor City of San Antonio,Vote,For
1051,For Mayor City of San Antonio,TOTAL,VOTE
1051,For Mayor City of San Antonio,Ray Adam Basaldua,6
1051,For Mayor City of San Antonio,Christopher T. Schuchardt,57
1051,For Mayor City of San Antonio,Christopher Longoria,6
1051,For Mayor City of San Antonio,Ron Nirenberg,169
1051,For Mayor City of San Antonio,Armando Dominguez,5
1051,For Mayor City of San Antonio,Michael Idrogo,0
1051,For Mayor City of San Antonio,Gary Allen,22
1051,For Mayor City of San Antonio,Michael Samaniego,4
1051,For Mayor City of San Antonio,Diana Flores Uriegas,13
1051,"For Council, City of San Antonio, District 3",Vote,For
1051,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1051,"For Council, City of San Antonio, District 3",Jayden Muñoz,49
1051,"For Council, City of San Antonio, District 3",Phyllis Viagran,125
1051,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,48
1051,"For Council, City of San Antonio, District 3",Larry La Rose,42
1052,For Mayor City of San Antonio,Vote,For
1052,For Mayor City of San Antonio,TOTAL,VOTE
1052,For Mayor City of San Antonio,Ray Adam Basaldua,10
1052,For Mayor City of San Antonio,Christopher T. Schuchardt,42
1052,For Mayor City of San Antonio,Christopher Longoria,6
1052,For Mayor City of San Antonio,Ron Nirenberg,156
1052,For Mayor City of San Antonio,Armando Dominguez,3
1052,For Mayor City of San Antonio,Michael Idrogo,0
1052,For Mayor City of San Antonio,Gary Allen,14
1052,For Mayor City of San Antonio,Michael Samaniego,5
1052,For Mayor City of San Antonio,Diana Flores Uriegas,10
1052,"For Council, City of San Antonio, District 3",Vote,For
1052,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1052,"For Council, City of San Antonio, District 3",Jayden Muñoz,41
1052,"For Council, City of San Antonio, District 3",Phyllis Viagran,110
1052,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,48
1052,"For Council, City of San Antonio, District 3",Larry La Rose,34
1053,For Mayor City of San Antonio,Vote,For
1053,For Mayor City of San Antonio,TOTAL,VOTE
1053,For Mayor City of San Antonio,Ray Adam Basaldua,1
1053,For Mayor City of San Antonio,Christopher T. Schuchardt,5
